SrNo,MovieName,Rating,Polarity,Comments,,,,,,
19,Avatar,6,1,"""Avatar"" is an American movie from 2009 and still the most recent blockbuster movie by writer and director James Cameron. He dominated the awards season over a decade earlier with ""Titanic"" already and things looked similar back in 2010 when only ""The Hurt Locker"" managed to keep ""Avatar"" from winning all the very big prizes. Ironically enough, the former was made by Cameron's ex-wife Kathryn Bigelow which made for some interesting references (and bad jokes) at the Oscars back then. But still ""Avatar"" won three trophies at the Oscars alone and many many more during other big awards ceremonies. There are several versions out there of this film when it comes to the runtime and the longest is probably the director's cut that comes incredibly close to the massive 3-hour mark. Your choice if you want to go for this one the original theatrical release for example. You can decide it perhaps if you plan on rewatching this extremely long and extremely blue movie before the sequels come out as it seems Cameron still wants to go through on his plan of releasing no less than four sequels to ""Avatar"" until 2025 that he has worked on in the last decade.
The cast includes Sam Worthington who is the lead actor here and it is definitely the by far biggest work of his career. Add to that Cameron's longtime collaborator Sigourney Weaver and relatively young actors like Giovanni Ribisi, Michelle Rodriguez or Zoe Saldana. The main antagonist is played by Stephen Lang who as usual elevates the material. Oh yeah, CCH Pounder is on board too and deserves the mention for sure. Basically, there are two kinds of people when it comes to ""Avatar"", those who really absolutely love the movie and think it is a revelation and then those who think it is all pretense and nothing special at all. So it sure is a clash of extremes and I personally would say they are both in the wrong. The right approach is somewhere in-between. ""Avatar"" is a movie that is breathtakingly beautiful on many occasions and that offers a solid story that is nothing too great though. But it also offers basically fight and war sequences for 45 minutes or so, basically the entire last third of the movie. And this is where the film somehow lost me to be honest. It is just too long for basically nothing but action scenes, even if lots of important stuff (deaths mostly) happens during that time.
As for the film's frequently discussed environmental message, I am a bit undecided. I think the general concept of showing how humans (or Naavi) should live in peace with nature and all its creatures, plants and animals, is a honorable one, but it is also pretty simple because you could wonder the extent to which the taming, i.e. the violent submission, works against this principle for example. But you could write pages on this subject to be honest, alone about this movie, and at times I must say I think it takes itself more seriously than it should give the substance it has and messages it is sending. I read frequently that people compare this film to ""Pocahontas"", but it's been so long that I have seen the latter (Have I at all?), so I cannot really elaborate on the subject. I think ""Avatar"" offers enough to enjoy the movie as its own creative achievement and even if it has sequences where it drags a bit, it is still very much worth watching, preferably on the big screen. If you have a chance to do so (again), then don't miss out. To everybody who hasn't seen ""Avatar"" yet (if there are actually people out there that fit this description), maybe wait until the new films come out and then I am sure many cinemas will show this original film before and you can watch it there and then decide if you are interested in more. This is (as almost always with Cameron) by no means an actors' movie, even if some have baity material. It is really all about the messages and the world and the environment in this movie. All about the visual side basically. A whole new world. Maybe not a whole new movie as there are considerable weaknesses in here without a doubt. One of the better, but not very best films of 2009 I would say, one that deserves neither all the hate nor all the praise it's been getting. And for closure, let me say that the song during the closing credits is also pretty amazing to listen to. ",,,,,,
20,Avatar,1,0,"This movie has already been made, it's called Dances With Wolves. Think about the two movies and you will know what I am talking about. It's also way to computer generated for me, it looks fake and stupid. It reminds me of Star Wars 1-3. The Cameron magic failed in this lame movie. There was really nothing about this movie that I liked except that Sigourney Weaver was in it. ",,,,,,
21,Amadeus,6,1,"Almost 10 years after Cuckoo's Nest, Milos Forman takes us on another travel down the abyss of the human psyche.
In the center of it all: Antonio Salieri. Old and haggard, he recounts those years of his time as Hofkapellmeister to Emperor Joseph II in which his path crossed Wolfgang Amadeus Mozart's. He, Salieri, the methodical worker, well-respected in the upper crust, but devoid of any lightness of being. In contrast fidgety wunderkind Mozart, unaccustomed and without etiquette, oil in the water of a society with extremely limited capability of understanding his talent.
The actions by and conflict between these two characters are the poignant essence of this film. Already their very first encounter is symptomatic of the rest of the movie. Salieri operates exclusively in the shadows while Mozart's and his bride-to-be's improper behavior results in his late arrival to a presentation to the Emperor. When Salieri, shortly afterward, gets a look at Mozart's flawless musical works, he becomes increasingly aware of his own insufficiencies. His initial praying to God that He may grant him the ability to match Mozart's compositions changes towards the end into surrender and the willingness to commit plagiarism. Into the intention of publishing Mozart's work as his in order to escape mediocrity and irrelevance to future generations. And into worse.
Yet his biggest rival is the only one to really recognize Mozart's abilities. While his complex works keep coming up against brick walls, partially induced by Salieri's cabals, Mozart has to witness how the people enthusiastically celebrate presentations which he deems no more than mindless amusement for his little boy.
In the final act, magically attracted, yet massively repulsed, Salieri schemes Mozart into letting him be an assistant in the mastermind's creative process. Imperfection becomes more visible than ever. Disaster takes its course. ",,,,,,
22,Amadeus,1,0,"Amadeus tries to demonstrate the idea that you can destroy a man's career, but you can't stop his divine talent from being unleashed onto the world.
The movie tries to show this with three external plots: the plot to destroy Mozart's career by Salieri, the plot of Mozart's fame and the plot of Salieri's fame (where fame roughly represents their musical reputation). Salieri succeeds in destroying Mozart's career by killing him. Mozart's fame endures as his divine creations are valued by posterity. Salieri's fame on the other hand, fades as his musical works are largely forgotten.
The movie starts out with Salieri as an old man recollecting about his triumph over Mozart. By this point, the world has forgotten him and only remember's Mozart's music. From there on, the movie goes on to show us Salieri destroying Mozart's career.
The movie was a waste of time because from the first scene on, we are told what will happen: that Salieri's jealousy destroys Mozart's career but not his everlasting fame. Then the movie goes on to show us just that, with no surprises of any kind. The portrayal of the main plot of Salieri destroying Mozart is thus predictably episodic. And with no meaningful internal or relationship turning points to keep us interested, the movie plods forward trying to make us pity poor Mozart. The movie limps to its inevitable conclusion and drags us through a 3 hour picture show with no drama. Even the subplots of Mozart's fame (which endures) and Salieri's fame (which dies) are not punctuated with highs at the end. All we are left with is a 3 hour sap story and way too many scenes of random operas. If we wanted to appreciate Mozart's talent, time is better spent just listening to his music or watching an opera instead of sitting through this picture slideshow.
My Story Chart of the movie is at storycharts.ca ",,,,,,
23,Amadeus,8,1," Amadeus Amadeus is a biography of Mozart as told by Antonio Salieri. It shows the rise and fall of Mozart brought about by external factors and his own. It showcases the life of not just Mozart but also of Salieri. The movie starts in the present with out of control bleeding Salieri and his confession of having murdered Mozart. It is a flashback of his time and his journey with Mozart. Salieri is jealous yet almost reverent of Mozart. It depicts his love for music but lack of his geniuses. Mozart on the other hand is irreverent and lewd but a genius from whom music flows as if God himself speaks through him. The movie shows the trials and tribulations of Salieri to out do Mozart, at the same time the dedication and frivolity of Mozart. His obsession to rise above him yet to seek his approval leads him to actions with far greater impact. The movie though titled on Mozart, is of Salieri and how Mozart played a very crucial part in his life. Amadeus in Latin means ""Loved by God"" and is an apt title for the movie. Mozart as the man of god is a common theme of this film. Many a times Salieri makes this comparison and begrudges it. F. Murray Abraham as Salieri and Tom Hulce as Mozart are brilliant. They provide life to larger than life characters. The hatred, the reverence, the desire to share that one moment of fame are emoted effortlessly by Abraham. The tinkle laughter and boyishness of Mozart as played by Hulce, remains with you. Every emotion feels realistic and though set in time long before the present, where the styles of expression were a lot different, the movie manages to convey itself flawlessly. The supporting cast is brilliant with its effort. The costumes are grand and the sets are lavish. The depiction is interspersed by the music of the operas. The direction is fast paced and doesn't loose the audiences at any step. The film is vibrant yet dark. It carries with it deep sadness of the human emotions, But also celebrates life through the language of music. ",,,,,,
24,Amadeus,2,0,"I'll keep it short as others have covered this travesty adequately, I think.
Basically, take one of the most talented composers / musicians to have ever lived, make him come across as a complete bumbling idiot with a very annoying and persistent laugh, and that just about covers the central problems with this film, plot aside.
I love much of Mozart's music and have read a biography about him, and as such I got the impression that I'd like him as a person. This film would've made me dislike him intensely had I not read about him prior. Try watching this film for 10 minutes and not thinking 'what an annoying idiot Mozart is'. He just comes across as somebody who can play and write music, but is pretty much useless at every other facet in life, and is very irritating with it. ",,,,,,
25,Amadeus,7,1,"Amadeus. A twisted story of the prodigy and genius Wolfgang Amadeus Mozart, the most brilliant composer of all time who according to this film was a young rock star who somehow wrote boozed up masterpieces all day while dealing with a persistent fever.
Set in the late 1700s, Amadeus is a classical biopic directed by Milos Forman who seems to have given the musical genius some annoying habits like an ugly boring wife and a ridiculous laugh that he insists on delivering time after time.
Mozart's supposed secret rival, Antonio Salieri, a sleazy jealous wog, who years later finds himself in an insane asylum on a confessing bender to a priest tells the story of Mozart with help from a harmonious soundtrack.
This movie won Oscars, eight of them, so it can be a bit boring. This 1984 cast has reserved Mozart for most annoying character who is aptly played by Tom Dulce. The god crazy rival, Salieri, whom begins the movie by trying to kill himself is fine tuned by F. Murray Abraham.
God is referenced repeatedly (even the title) and is the motive behind the frustrated Salieri. Beginning his confession from youth, Antonio Salieri describes his love of god/music and hate of Mozart the tramp leading to his downfall, the confession bender.
The opera and classical performances scattered within this film are thoroughly enjoyable and authentic being filmed in the original theatre Mozart performed them in Prague. Important to note, the film isn't historically accurate though which is great for catching douche bags at parties as a conversation trap.
The extras of the eighties deserve extra credit for their ability to outperform their contemporary counterparts (and most actors of the eighties) in something that should be straightforward, but never is now. No characters demand more screen time than the tormentor and tormented which the story revolves around.
As the film progresses and Mozart's talent, Salieri's character evolves from praising god to hating him whilst using everything in his power to secretly ruin his rival. As Wolfgang degenerates into a sickly mess he leaves his house less frequently providing...
The most horrific scenes of the film. They always occur when anyone attempts to contact Mozart via knocking on his door. The repeating drone of the door being loudly hit shatters what precious mood you've managed to absorb from the costumed lineup.
The failure of Salieri's plan is evident with his decayed elderly form juxtaposed regularly with his retelling. Well worth watching if you have any respect or passion for music.
Everything in moderation, even god. I give this two and a half joints.
By Travis Lipshus for more reviews goto http://travislipshus.blogspot.com.au/ ",,,,,,
26,Amadeus,2,0," I was excited to see this film as I love Mozart, am a fan of his work and my dad said it was really good. The beginning started off fine, it was an interesting, memorable opening scene however it went downhill from there! First of all this film shouldn't be named Amadeus after Mozart it should be named after Antonio as the film is all about him! We are introduced to Mozart about 20 minutes, they cast a rubbish American actor, they should have trained him to do a German / Austrian accent, that would have made the film immediately better! Also Mozart acts like an immature retard, maybe he was like that but where is the evidence!? Also the relationship between Antonio and Mozart was ridiculous, Antonio was portrayed as if he murdered Mozart which I don't believe for a second! Overall I only gave this one more star for the music! ",,,,,,
27,Amadeus,8,1,"The life story of Wolfgang Amadeus Mozart told retrospectively from the perspective of his contemporary and rival, the imperial composer Antonio Salieri, who at the end of his life is confessing to a priest in a believe that he is responsible for Mozarts death. Most of the story shows last years of Mozarts life, his character, his career, his personal life and his death. The technical part is done well, especially the scenery that makes a visual impression fantastic. Mozart's music is blended into the content of the film and is a great foundation for consistently strong atmosphere. It's a shame that some potentially great scenes were somewhat ruined with very bad camera work although Forman generally did very good job. Besides the historical inaccuracies that pervade the entire film, bad reactions were provoked by the choice of Tom Hulce as Mozart. Tom did great job, he gave his best and probably did all that was asked of him but he's just not suited for the role. Shaffer and Forman vision of Mozart is maybe correct, but it certainly is different from vision of biggest par of the audience. F. Murray Abraham is brilliant in the lead role of Antonio Salieri and was rewarded for it with Oscar and a Golden Globe. The movie won 8 Oscars and it's shares that number with movies like Gandhi and Gone With the Wind. The screenplay is very good in almost every aspect besides historical inaccuracies. The characters are wonderfully developed, the dialogues are strong and most importantly the story keeps viewers to the screen for the entire 160 minutes. This is one of the titles that absolutely no one should miss, but either before or after viewing, it may be good to read historically accurate story. ",,,,,,
28,Amadeus,10,1,"Why would any actor perform to the best of their amazing abilities in a fabulous, moving movie just to then perform in mainly mediocre movies later on then retire from the world stage? Ending on a good note is good for a mediocre actor (cue Kristen Stewart, Please!!!) but I felt that Tom Hulce had so much more to give.
With Antonio Salieri (F. Murray Abraham) giving us the prologue, the story is based on Salieri's jealousy and envy for Mozart. Mozart (Tom Hulce) is about to compose a piece at a palace in Vienna (Home of the musicians). Whilst eager to meet Mozart, expecting him to be a talented, humble and grateful young man, discovers that he is actually a lewd, immature deviant. After witnessing Mozart perform, then seeing him memorise an entire piece of Salieri's music almost instantly then play it to him, he grows jealous of Mozart as he realises that god has chosen a simple, undeserving boy rather than a devout, dedicated religious musician (himself) to be bestowed with such talent. Salieri then devises a plan to get Mozart to write an absolutely perfect piece of music, his requiem mass, then dispose of Mozart and take the credit for it. He would finally gain his victory over Mozart as he will dispose of him and god as he must now watch Salieri get the recognition he finally deserves. Only time will tell if it will work...
There is absolutely nothing negative to say about this movie. Coming from me, thats a rarity (check out my other reviews, I'm not kidding I always find something negative apart from AC3). Every actor is brilliant and as I mentioned Tom Hulce is amazing and I can't understand why he retired so soon. In short this movie is well worth seeing time and time again. I love this movie purely for the beauty and musical passion that goes into every scene.
Amadeus will always be renowned as a classic and I am telling you to see it to truly appreciate it's amazement. I place this movie at number 4 of my personal top 20 movies. ",,,,,,
29,Amadeus,9,1,"The film is filled with music. At first thought this thing could resist people to watch the film. But it is unbelievable that opera can be so much beautiful. The film is a must watch for everyone or I would say an important film. Because it is about Mozart, the name that we all have heard since childhood. The length of the film is long. I watched the director's cut which is about 3 hours and to watch a film 3 hours long I had to think a lot before watching. But I must say that it was 3 hours of pure fun. The acting from both the main characters is superb. The story keeps you attached to the film always(mainly because of the acting.). Then at some point of times you will find opera shown at length and the interesting fact is that you will like it. I must say it was 3 hours well spent.
""A must watch for each and everyone."" ",,,,,,
30,Amadeus,10,1," The story of what music meant to an aging ""Patron Saint of Mediocrity"" told to a young priest by our afflicted Soliere after being committed to a sanitarium. This ranks as my top musically oriented masterpiece. The symphonies and operas of Wolfgang Amadeus Mozart hauntingly decorate the jealous and humorous results of those surrounding the King and his minions in their attempts to corral the young, but gifted, composer. Tom Hulce (as Wolfgang Amadeus Mozart) is absolutely passionate about his perfect music and F. Murray Abrahams' Soliere is a genuine gift in expressing many a musicians frustration of never reaching Gods' ears with ones works. The idea of mediocrity being a sin is expressed by our anti-hero so well at the end that I always reflect on my own limited musical expressions. Well, there it tis! ",,,,,,
31,The Matrix Revolutions,1,0,"What was the point of this trilogy? Why take the pill to begin with? What were they fighting for? In the end the free humans settle for survival, and trade slavery for the rest of humanity for their own survival. If ""peace"" is the most important thing, why start the fight? In the first movie they tell us that freedom is the most important thing--without it you aren't really alive. It's worth giving up your life in the matrix; it's worth living a life underground in sewers and caves; it's worth fighting and dying for. By the third movie freedom wasn't as important as any of that. Leave humanity in bondage to the machines. Leave the matrix running and leave the free people in their caves. Just give us peace.
There was so much promise. Not only did the Wachowskis not meet that promise, they wimped out completely. ",,,,,,
